appid,name,profile
6449263712,派萨管理,"Introducing ""Paisa Management"" - the ultimate paisa management app designed to help you effortlessly track and manage your finances. With ""Paisa Management"", you can take control of your money and make informed financial decisions.

Key features of MoneyWise include:

Expense Tracking: Easily record and categorize your expenses on the go. MoneyWise allows you to track your spending patterns and provides insightful visuals, helping you understand where your money is going.

Budget Planning: Set personalized budgets for different categories and track your progress. MoneyWise provides timely notifications and alerts to keep you on track, ensuring you never overspend.

Bill Reminders: Never miss a payment again! MoneyWise sends you reminders for upcoming bills and due dates, helping you stay organized and avoid late fees.

Savings Goals: Whether you're saving for a dream vacation or a down payment on a house, MoneyWise enables you to set and monitor your savings goals. Track your progress and stay motivated as you watch your savings grow."
6450254665,摩斯背景图,摩斯密码是通过不同的排列顺序来表达不同的英文字母、数字的一种编码方式，《摩斯背景图》可以为您生成提供独一无二的专属摩斯密码背景图。
6449970310,恋爱小事儿,"记录我们之间的点滴滴滴

「恋爱小事儿」
记录我们恋爱的瞬间

【纪念日】记录我们在一起的每一个纪念日，我们的恋爱瞬间

【情侣攒钱】存下我们的恋爱小金库，规划我们未来的旅行计划

【日常开销】记录生活的点点滴滴，日常开销随时随地都可以记录
"
1670658170,幸运小草 - 抽签决择幸运小助手,"幸运小草是一款当你犹犹豫豫的时候，帮你做决择或抽签

内置了随机数、躲猫猫、排列抽卡、自定义随机、随机密码、双向选择等决择小工具

后期我们会更新更多决择小工具，幸运来咯～"
6448837211,体重足迹,"主要功能：
1、轻松记录每日体重与目标体重
2、体重列表、趋势线方式为您展示减肥进展"
6450437806,杰森酒店,"De grootste hoofdpijn tijdens het reizen is het oncomfortabele leven. JHB - Jhon Hotel Booking zal elke dag vele hoogwaardige hotels en gastgezinnen updaten, zodat u deze vooraf kunt selecteren. U kunt de kamerbeoordelingsinformatie op de detailpagina bekijken of rechtstreeks contact opnemen met de winkel voor reservering overleg, of u kunt direct een kamer reserveren via de app. Ons doel is om meer informatie te verzamelen voordat u een hotel of gastgezin kiest, en vervolgens de beste te selecteren en een kamer te boeken waarmee u tevreden bent."
6450564442,婚礼预约记,记录客户婚礼预约情况，包括婚厅选择情况，服务项目的选择情况，以及所交定金和总金额等，从而方便管理。
6450447042,保全修车,"Vi vil gerne promovere vores tjenester gennem RCF - Reserve Car Fix-appen. Nu hvor der kommer flere og flere biler, vil store og små problemer ofte forstyrre din normale rejse, hvis din bil støder på problemer, hvad enten den er på vej eller er ankommet til destinationen, kan du kontakte os gennem vores app, og vi vil Ifølge de oplysninger, du giver, vil vi give dig passende vedligeholdelses- eller vedligeholdelsestjenester i nærheden. Vi giver en oplagt feedback-metode i den midterste knap i bunden af ​​appen. Du er velkommen til at give os værdifulde forslag eller kommentarer."
6449516699,方奇文字,方奇文字，一款用于统计文章字数，查找文章中重复字段，计算两文章重复率的APP。界面简洁，操作方便，如有任何问题请及时反馈
6449695297,SleepLife Helper,"Uygulamamız görsel efektlere sahip bir uyku yardımı uygulamasıdır. Göz yorgunluğu ve uyku yardımcıları için çok sayıda hareketli resim topladık. Elbette herkesin uyku indeksi farklıdır ve birkaç farklı fotoğraf denemeniz gerekebilir. Hala çalışmıyorsa, bu bir uykusuzluk sorunudur. Lütfen tedavi ve muayene için profesyonel bir hastaneye gidiniz."
6450296777,专属艺术名字设计,"这是一款辅助工具App。
您选择一款你比较中意的艺术文字，然后点击进入设计艺术名字。
你还可以自定义艺术名字的颜色，让你的艺术名字更有特色，你还可以保存到相册或者分享给你的朋友。
是一款非常好用的App，快来下载或者推荐给朋友吧！！"
6450728245,婚服租用记,一款为婚纱店设计的app，帮你记录店里婚服信息，以及客户婚服租用情况，按天、按月筛选使得每月和每天的租用情况一目了然。
6450894734,燃油计算,"燃油计算是一款功能强大的应用程序，旨在帮助用户根据不同的参数计算燃油费用，并提供有关燃油的科普知识。无论是长途旅行还是日常通勤，这款应用都可以帮助用户更好地了解和管理他们的燃油消耗。

以下是该应用程序的主要功能和特点：

1. **燃油费用计算器**：用户可以输入相关参数，如行驶距离、燃油效率和当前油价等，应用程序将根据这些参数计算出预计的燃油费用。这有助于用户预估旅行成本或者对日常行驶进行预算。

2. **参数优化建议**：应用程序可以根据用户的行驶习惯和车辆状况，提供优化建议以减少燃油消耗和费用。例如，它可以建议适当的车速、轮胎气压、引擎保养等，以提高燃油效率并减少燃油消耗。

3. **燃油科普知识**：应用程序还提供丰富的燃油科普知识，涵盖燃油类型、燃油燃烧原理、节能驾驶技巧等方面。这些知识可以帮助用户更好地了解燃油和车辆的关系，以及如何采取措施降低燃油消耗和环境影响。

4. **用户个性化设置**：应用程序允许用户进行个性化设置，如货币单位选择、燃油效率单位、燃油类型等。这样用户可以根据自己的偏好和所在地区进行定制，使应用程序更符合用户的需求。

总之，燃油计算是一款实用的应用程序，不仅可以帮助用户计算燃油费用，还提供了有关燃油的科普知识，让用户更好地管理和优化燃油消耗。无论是长途旅行还是日常通勤，这款应用都是您的得力助手。"
6450836982,美食足记,美食足记--记录自己每一次的美食打卡的城市、店名、店面地址，到店日期、美食图片，以及对美食进行评价，并标记以后还会不会再去。
6450872959,私人密码,"私人密码 是一款简单的私密数据管理工具，包括支持密码存储与卡片信息存储

私人密码 是一款简单的私密数据管理工具，包括支持密码存储与卡片信息存储

- 密码与卡片信息管理
- 支持指纹解锁软件
- AES256位加密
- 支持从csv文件中导入或导出为csv文件
- 支持从Chrome中导入密码
- 支持从剪贴板中导入密码
- 文件夹与标签功能
- 收藏功能
- 备注功能
- 密码生成器
- 多选编辑功能
- WebDAV同步功能
- 加密密钥更新
- 自动切换主题"
6450763904,生成大喜报,还在为喜报不知道如何生成而发愁吗？该app彻底帮你解决这方面的问题，众多背景供您选择，同时有众多喜报logo供您选择，并能将生成的喜报一键保存到相册。
1633782549,失物招领-互帮平台,为失物者和拾物者提供平台，最大程度的帮助更多的人找到丢失的物品。
1592408317,录音机-录音转文字语音备忘录音软件,"录音机一款专业随身的录音软件，简单的语音及iOS设备的通话录音机。用它来录制高质量的录音语可用于讲座，音乐和歌曲等。专为所有人设计。

【多场景录音】
◆ 学生：课堂录音，可以协助记录重要知识点，方便课后复习.
◆ 记者：各类采访，实时录音问题，采访结束，采访稿也能立即输出。
◆ 商务洽谈：业务洽谈，商务谈判，全称录音，方便后续整理关键信息。
◆ 公司职员：各类会议内容，可以将录音语音转成文字，轻松搞定会议记录。


Ps:录制质量受设备麦克风的限制。

-订阅周期：12个月 (专业随身录音机无广告年会员)，一月 （随身录音机无限制使用月会员）。
- 订阅价格：月度产品为每月53元；包年产品每年298元
                    订阅按月、年度收费，费用视所选订阅计划而定
-确认购买时会从 iTunes 账户扣款。
-续订：苹果iTunes账户会在到期前24小时内扣费，扣费成功后订阅周期顺延一个订阅周期，您可以在当前订阅结束 24 小时前关闭自动续订，否则将自动续订
-用户可以管理订阅，购买后可以前往用户账户设置关闭订阅。
-当前订阅结束前 24 小时内会从您的账户扣款续订，费用取决于您选择的计划。

服务协议：http://juziluyin.other1.site/fuwu.html
隐私政策： http://juziluyin.other1.site/yinsi.html

"
1665463512,Fun 时刻,"此APP目前主要为图片编辑功能
1. 拼接长图
2. 海报
3. 多宫格展示
4. 获取本地相册且是本APP编辑保存过得内容；
5. 下个版本增加本地视频播放功能"
6447546661,影视快答题,"影视快答题应用是一款提高影视知识的问答类应用。用户可以在该应用中挑战各种类型的影视问题，例如电影、电视剧、动漫等，根据自己的知识水平进行回答。此外，应用还提供了相关解析，帮助用户更好地理解和掌握相关的影视知识。
通过使用影视快答题应用，用户可以在娱乐的同时提升自己的影视知识，增加对影视作品的理解和欣赏。

影视快答题应用是一款针对影视知识的问答类应用，用户可以通过该应用测试自己的影视知识水平，并且在使用过程中逐渐提高自己的影视知识。

该应用通常会提供各种类型的影视问题，包括电影、电视剧、动漫等，用户需要根据自己的知识水平来回答问题。同时，该应用还会提供一些解析，帮助用户更好地理解和掌握相关的影视知识。

使用影视快答题应用可以帮助用户在娱乐的同时提高自己的影视知识，尤其适合喜欢影视娱乐的人士。"
1599950052,韩剧TV-韩圈韩剧大全,"韩剧tv就是你要的那个APP.

在线搜索你爱的剧集.

收藏你爱的剧集随时打开随时看.

缓存剧集只要缓存住没网络也能看.

即时推荐最新的你钟爱的剧集给你."
6450794077,找不同合相同,拥有两种玩法，找不同锻炼小朋友的辨认分辨能力，物品图片合并消除帮助小朋友学习归类合并和对各种物品的图形认知。
6450855214,火影迷大问答,火影冷门知识问答，能答对一半的都是骨灰级火迷！验证你是不是资深火影迷的好工具，快来测试一下你究竟是不是一位资深的火影迷。
6450494267,易水成长计划,易水成长计划是通过个人账户通过计划消费进行支出管理的目标。通过设定目标并实现这些目标，我们有一定的时间在消费之前思考是否需要消费。同时，它还帮助每个人优化支出，使个人资金更接近必要的支出。下载应用程序以获得更多体验。
6447390435,指尖助手-健康用药小工具,"旅行必备，fun时刻，用药记录小工具！
我的药箱,添加常用药品与管理实时记录家庭备药情况
家庭成员,随时了解家庭成员健康状态
体脂率查询,实时了解家庭成员体重健康是否超标
用药记录,实时关注家庭成员生病后及时用药与提醒
"
6450751234,看物拼字词,有趣的点击声音，帮助小朋友认识动物与水果，同时还练习学习了基本的单词。让宝贝轻轻松松爱上单词练习。
6451237634,小布代驾册,"为代驾的朋友提供一个分析的平台，让你在不同平台接单的同时，可以帮你看到自己的收益权重，每单行驶的里程数以及花费的时间。

为代驾的朋友提供一个分析的平台，让你在不同平台接单的同时，可以帮你看到自己的收益权重，每单行驶的里程数以及花费的时间。"
6450161982,大眼旅游随记,"保存您每次旅游的精彩照片和旅游主题等信息。提供的热门旅游地点的推荐，让你随时随地可以记录您的旅游信息。

保存您每次旅游的精彩照片和旅游主题等信息。提供的热门旅游地点的推荐，让你随时随地可以记录您的旅游信息。"
1533237016,青蛙视频 - 视频编辑制作神器,"全新的视频体验

【视频裁剪】一键制作与众不同的视频，打造您的专属Vlog

【视频字幕】导入的小视频添加文字等，让您的视频增加趣味

【图片功能】制作视频时加入图片色彩，呈现不一样视频作品

【音乐搭配】在拍摄的小视频添加音乐，配上背景音乐更动听"
6450675026,到店预约宝,专为店主设计的预约信息管理工具，方便店主管理更改登记客户的预约信息，进行合理的时间安排。
6450647392,大胆表白,"爱就大声说出来，快点向自己心中的TA大胆表白吧。
在输入框内输入自己的表白内容，选择自己喜欢的背景图片，一键生成图片分享给TA，希望你的真诚能成功打动TA。
"
1658238633,变声器-游戏开黑实时语音变声软件,"变声器是一款集游戏开黑、聊天语音变声为一身的音频处理工具，内含海量精品语音包，多种实时变声特效，是您生活中必备变声助手！

- 采用全新变声算法来实现变声，效果更丰富自然
- 支持多种变声效果，可爱音、大叔音、搞怪音，百变音效，自由切换
- 海量语音包资源，逗趣、魔性、搞怪、等多种风格，即下即用！
- 支持高品质原声录音，自定义属于您自己的变声语音包
- 喜欢的录音、变声加入收藏夹，一键分享导出，方便快捷


【会员订阅服务说明】
● 服务:会员订阅按月 或 年度进行订阅。
● 价格：订阅价格取决于您选择的订阅套餐，以实际订阅价格为准。
● 付款：用户确认购买并付款后计入iTunes账户。
● 续订：苹果iTunes账户会在到期前24小时内扣费，扣费成功后订阅周期顺延一个订阅周期。
● 取消续订：打开苹果手机“设置” -&gt; 进入“iTunes Store 与 App Store”-&gt;点击 “Apple ID”，选择""查看Apple ID""，进入""账户设置""页面，点击“订阅”，选择该应用取消订阅。如在订阅期结束的至少24小时前关闭订阅，此订阅将会自动续订。

隐私网址：https://www.freeprivacypolicy.com/live/c895851d-8e96-4f23-9fd7-96f9632ca5f4
服务网址：https://www.freeprivacypolicy.com/live/a98d80ed-7906-4196-a456-870066525bd2"
6450620752,小隋爱秒杀,"是否担心购买的物品价格过高，是否担心错过了心仪物品的秒杀时间。这是一款帮助你记录您在双11，618等活动需要购买物品的软件，然后用数据图帮您分析出商品在不同平台的价格优劣势。

是否担心购买的物品价格过高，是否担心错过了心仪物品的秒杀时间。这是一款帮助你记录您在双11，618等活动需要购买物品的软件，然后用数据图帮您分析出商品在不同平台的价格优劣势。"
6451105249,对流星许愿,"一颗流星飞速划破天空,闪闪的一瞬,照亮整个天宇,尚未被看得清楚,流星便已转瞬即近,消失在了黑色的夜幕中,空留给天空一道完美的裂痕。
听人们说，对着流星许愿，会很灵验，赶快来试试吧！"
6450892900,农作帮,"农作帮是一款专注于农业领域的应用程序，为用户提供丰富的农业相关信息和服务。无论您是农民、农业从业者，还是对农业感兴趣的人士，农作帮都能满足您的需求。

农作帮注重用户体验和信息质量，所有提供的信息均经过严格筛选和审核，确保信息的准确性和可靠性。我们致力于为用户提供优质的农业信息和服务，帮助您在农业领域取得更好的成果。

无论您是想了解农业知识、寻找农业市场动态，还是需要解决具体的农业问题，农作帮都是您的理想选择。下载农作帮app，开启您的农业之旅！"
6449417836,小蛾倍珍-物品保质期管理,"小蛾倍珍是一款快速记录保质期的提醒App.

食品，饮品，药品，化妆品等大范围的物品提醒有效期记录

让你的饮食，作息，工作涉及到日期系列的都有安全保障!"
6458441765,惠仟佳物业,真情服务，以人为本，惠仟佳物业希望能够给你提供更好的更便捷的服务，弘扬社区文化、提供线上服务申请，停车预约功能，欢迎下载使用。
6456409092,看旗识洲,"看旗识洲，用户通过展示的国旗图片，选择其对应国家所在的大洲。
同时app内有国旗列表，展示了各个洲所有的国家（国家名称和国旗），希望你能通过这个界面掌握各个国家所在的大洲信息，以及每个国家的国旗。
这款APP能够帮助用户更加便捷地掌握各个国家国旗，以及所属的大洲，为用户的学习和探索提供了便利。"
6453693553,员工帮帮棒,"""员工帮帮棒""具有直观的用户界面，使您能够轻松地添加、编辑和查看员工个人资料。您可以记录员工的基本信息，例如姓名、联系方式、部门和职位，这样您就可以方便地快速找到所需的信息。此外，您还可以添加自定义字段，以满足您特定的员工信息需求。
无论您是一个创业者、管理者、人力资源专员还是团队领导者，我们的app都将成为您生活中不可或缺的助手。让我们的app帮助您更好地管理和组织您的员工，提高效率和团队合作！"
6452586981,每日心情蛙蛙,心情蛙蛙是一只“丑丑”的小青蛙，它会根据你每天的心情变化自己的颜色，只需要你告诉它你今天的心情如何，你就会得到一只专属的今日心情蛙蛙。
6450163400,美切切,视频，图片，裁剪工具，简单方便易上手使用。
1636266226,字体大全-手机字体下载安装app,"本应用是一款多样字体类型的APP，海量字体类型供你选择，是您必备的专业字体APP。

主要功能：
每款字体都设计了在线预览图片，无需下载、方便快捷。支持多种字体。
一键收藏您喜爱的字体。
字体安装成功后可一键导出。


"
6454558856,掌上排座表,"掌上座次表是一款功能强大、易于使用的座次管理应用程序。无论是班级排座，企业内部会议、社交聚会还是婚礼上的餐宴，这个应用程序都能够轻松地管理您的座次表。它的功能包括：

座次表管理：您可以轻松地添加、编辑和删除座次，并在需要时允许多次编辑。

实时调整：掌上座次表支持实时调整功能，您可以轻松地对座次表进行实时调整，确保座次表的实时性和准确性。

截图保存：您可以一键对座次表进行截图保存，方便分享给他人。

总之，掌上座次表是一款功能丰富、操作简单、可定制性高的座次管理程序，是您管理座次表的理想选择。"
6455259598,火车票夹,"火车票夹APP，旨在让用户可以通过手机方便地记录和查询自己或家人亦或朋友所有的火车票信息。

使用该APP，用户可以将车票信息添加到火车票夹中。火车票夹提供了车票信息的详细页面，包括出发地、目的地、乘车人名字、车次、座位号、出发日期等，并且可以定制车票的背景色和插图。

此外，使用该APP可以实现火车票保存功能，用户可以将自己的火车票生成图片保存到相册里面。"
1632377710,多来喝茶-喝茶泡茶时长提醒,"多来喝茶是一款给爱泡茶、喝茶、泡咖啡、制作奶茶的人用来泡茶计时、泡咖啡计时、制作奶茶计时,计时设置与提醒，下次直接打开即可根据自己设置的泡茶时间、奶茶制作时间、咖啡制作时间去品茗啦~

多来喝茶是一款给爱泡茶、喝茶、泡咖啡、制作奶茶的人用来泡茶计时、泡咖啡计时、制作奶茶计时,计时设置与提醒，下次直接打开即可根据自己设置的泡茶时间、奶茶制作时间、咖啡制作时间去品茗啦~"
1622952105,羊羊设备库,"保存您想购买的设备，或者已经存在的设备归类。

羊羊设备库，保存您的设备信息，不用担心再会遗忘。"
1615731935,人人加密箱,"1 “特别”的照片/视频/账号，担心被别人看到而不敢拍或无处保存
2 你的那个TA想翻看你的手机相册，你的秘密不想让TA看却又无法阻拦
3 手机被别人拿去玩，担心私密照片不小心被别人看到
3 各种账号信息经常遗忘，又不敢随意存放"
1611839557,小宝私密箱,"小宝私密箱是一个可以帮助您保护私人照片、视频的神器！想查看内容，必须输入您预设的密码。没有您的预设密码，没有人再可以偷窥到您的隐私！
方便您管理特殊照片和视频
某些私密照片和视频不用担心被别人看到"
1531577718,月亮播放器 -给你带来不一样的视觉感受,"海量高清等你来体验

——BGM背景音的大杂烩
音质清晰流畅不卡顿，完美呈现电影级后期配音

——超给力的视频剪辑
强大的编辑视频功能，剪辑拼接字幕编辑更贴心

——简便却又高效的字幕添加
搞笑表情炫酷的字幕，配上文字让视频更加趣味"
1669178960,减肥小目标,"好的习惯，天天记录

好的习惯，天天记录
制定常用打卡"
6446343423,戒烟小目标,"戒烟从今天开始，健康每一天

戒烟从今天开始，健康每一天"
1644264230,下棋有方,添加棋谱名称，阵容，数量等，棋谱各个版本出现的比例。
1669671048,PaPerWall - 每日文字和壁纸,"我们精心整理了一些你喜欢的内容：
每日一段文字、一篇歌词、几句对白，精致有温度，极简美学设计，重塑文字视觉美感，或许能引起你的发现和共鸣。
精挑细选超赞壁纸，忍不住和你分享，这些壁纸简直太漂亮了，总有一款适合你。"
6444903359,FlightTip Note,"Seyahat bagajı hakkında en kapsamlı cevapları veriyoruz. Uçakla uçarken bagaj teslimi yapmamız gerektiğinde nelere dikkat etmemiz gerekiyor? Hanggong Şirketi, bagajdaki hacim, boyut ve eşyalarla ilgili katı gerekliliklere sahiptir. Uçuş sırasında bagajın güvenliğini sağlar, bu nedenle ihtiyacımız olan şey bagaj teslimi sırasında kurallara uymak Kayıtsız bagajdan kaçınmak için ilgili düzenlemeler.
Aynı zamanda, uçuş bilgileri kayıtları ve uçuş kalkış saati hatırlatıcıları gibi bazı ek işlevler de sağlıyoruz.
Kullanmak için acele edin."
6448230329,小萌图记-图片编辑工具,"主要功能:
老照片修复:多年的老照片已经模糊不清?试试老照片修复吧
人像动漫化:想看看你自己在动漫的世界里是什么样的吗?快来试试吧
黑白上色:黑色的照片看起来没有生机?试试上色吧
更多功能敬请您来下载体验哦~"
6447424627,中药博小助,"许多中草药在中国已被运用了数千年，近代大量的医学研究也发现，这些中草药的疗效非常奇异。许多中草药可刺激人体免疫力、强化对疾病的抵抗力。各种中药的功效和作用是不同。
我们的应用普及了一些常见的中药材，让您能够博览中药材，详细的了解每一种中草药的功能和详细的介绍。同时我们也能够添加自己认识的中药材，也可以发送给我们，审核通过后会更新应用的药材库。
我们的应用的功能包含：
一、中药草熬制日期及时间提醒；
二、基本全面的中草药库及详细介绍；
三、添加自识的中草药；
四、其他中草药相关功能。
特别提醒：部分中草药需在专业医生的建议下适量食用，否则会造成药物肝损伤。
更多体验，尽在其中。"
6450620429,古风遇纵笔,"当古风风格遇上纵笔文字，会产生什么样的效果呢？

输入标题、内容、出处或者署名，会把显示的文字以纵笔的方式显示出来。

多种插图供你选择，满足你不同的审美效果，并能更改插图的透明度。

多种背景色供你选择，让背景色彩不再单调。

将生成的效果保存成图片，随时分享给他人。"
6446759248,宝儿看房日常,"想随时随地了解房子的信息差吗，下载它来帮助您吧。

一款记录您看房信息的软件，对比房间信息，随时随地展现不同的视野。"
1465366080,蚂蚁书签,蚂蚁书签一款简单安全的书签管理工具， 帮您保管私人的书签数据
1667434675,一天阅读-人人都是主题设计师,"一天阅读是为资深书虫量身打造的一款专业的文本阅读软件，为您提供优质的阅读体验。
一天阅读提供灵活的阅读操作和样式定制功能，可凭喜好自由定制符合您阅读习惯的主题。
提供如下功能：
1、WIFI传书，可以通过WIFI传书，将您电脑端的图书通过网页快速地传输至一天阅读App进行阅读。

2、书架管理功能，您可以通过书架管理对您的书籍进行相关管理。
3、阅读器本身提供丰富的阅读主题设置，包括字体大小变更、主题颜色、夜间模式、字体更换、翻页动画设置、排版设置等多项设置功能。
"
6444522899,三角形の心,"This is an application of the center of a triangle, including the interior, exterior, center of gravity and vertical center of a triangle"
6447549798,图蓝,App主要为大家解决照片添加水印处理，长图拼接，多张图片拼接处理。
